TimeUS,Alt,Press,Temp,CRt,SMS,Offset,GndTemp,Health,timestamp
221041188.0,0.26203879714012146,101329.25,29.07,-0.11142580211162567,221041.0,0.0,24.514814376831055,1.0,1668050393.360209
221158827.0,0.3739511966705322,101327.921875,29.07,0.2985844910144806,221158.0,0.0,24.514814376831055,1.0,1668050393.477848
221258832.0,0.28660494089126587,101328.953125,29.07,0.41452980041503906,221258.0,0.0,24.514814376831055,1.0,1668050393.577853
221358824.0,0.3111710548400879,101328.671875,29.080000000000002,0.3643922805786133,221358.0,0.0,24.514814376831055,1.0,1668050393.677845
221458904.0,0.18015167117118835,101330.171875,29.080000000000002,0.17891059815883636,221458.0,0.0,24.514814376831055,1.0,1668050393.777925
221559151.0,0.21290650963783264,101329.796875,29.080000000000002,-0.18039919435977936,221559.0,0.0,24.514814376831055,1.0,1668050393.878172
221658738.0,0.19925867021083832,101329.953125,29.080000000000002,-0.38621529936790466,221658.0,0.0,24.514814376831055,1.0,1668050393.977759
221758917.0,0.3384667634963989,101328.34375,29.080000000000002,-0.27304619550704956,221758.0,0.0,24.514814376831055,1.0,1668050394.077938
221859163.0,0.2784162163734436,101329.03125,29.09,0.06141960248351097,221859.0,0.0,24.514814376831055,1.0,1668050394.178184
221959002.0,0.3248189091682434,101328.515625,29.09,0.32396310567855835,221958.0,0.0,24.514814376831055,1.0,1668050394.278023
222059052.0,0.4367313086986542,101327.203125,29.09,0.3433571457862854,222059.0,0.0,24.514814376831055,1.0,1668050394.378073
222158914.0,0.08461669087409973,101331.3046875,29.09,0.23461826145648956,222158.0,0.0,24.514814376831055,1.0,1668050394.477935
222259081.0,0.2784162163734436,101329.03125,29.09,-0.04524971917271614,222259.0,0.0,24.514814376831055,1.0,1668050394.5781019
222358866.0,0.27295708656311035,101329.125,29.1,-0.3957877457141876,222358.0,0.0,24.514814376831055,1.0,1668050394.677887
222459178.0,0.2647683620452881,101329.203125,29.1,-0.3164595365524292,222459.0,0.0,24.514814376831055,1.0,1668050394.778199
222558870.0,0.34119632840156555,101328.3125,29.1,0.08444612473249435,222558.0,0.0,24.514814376831055,1.0,1668050394.877891
222659016.0,-0.005459141451865435,101332.328125,29.1,0.16121526062488556,222659.0,0.0,24.514814376831055,1.0,1668050394.9780369
222758866.0,0.35211461782455444,101328.1796875,29.1,-0.16462723910808563,222758.0,0.0,24.514814376831055,1.0,1668050395.077887
222858760.0,0.2674979269504547,101329.1796875,29.11,-0.32670116424560547,222858.0,0.0,24.514814376831055,1.0,1668050395.177781
222959195.0,0.2674979269504547,101329.171875,29.11,0.018777186051011086,222959.0,0.0,24.514814376831055,1.0,1668050395.278216
223059071.0,0.18288123607635498,101330.140625,29.11,0.3111555874347687,223059.0,0.0,24.514814376831055,1.0,1668050395.378092
223159142.0,0.16650381684303284,101330.328125,29.11,0.04936910420656204,223159.0,0.0,24.514814376831055,1.0,1668050395.478163
223259224.0,0.11737154424190521,101330.921875,29.11,-0.32460615038871765,223259.0,0.0,24.514814376831055,1.0,1668050395.578245
223358857.0,0.18015167117118835,101330.1875,29.12,-0.3987317383289337,223358.0,0.0,24.514814376831055,1.0,1668050395.677878
223458965.0,0.2183656543493271,101329.7265625,29.12,-0.2271691858768463,223458.0,0.0,24.514814376831055,1.0,1668050395.777986
223559136.0,0.3220893442630768,101328.546875,29.12,0.08295844495296478,223559.0,0.0,24.514814376831055,1.0,1668050395.878157
223659066.0,0.34392592310905457,101328.28125,29.12,0.4034046530723572,223659.0,0.0,24.514814376831055,1.0,1668050395.978087
223758808.0,0.20198823511600494,101329.9296875,29.12,0.5149746537208557,223758.0,0.0,24.514814376831055,1.0,1668050396.077829
223859092.0,0.2183656543493271,101329.734375,29.13,0.2540682256221771,223859.0,0.0,24.514814376831055,1.0,1668050396.178113
223958855.0,0.21017694473266602,101329.828125,29.13,-0.1792180836200714,223958.0,0.0,24.514814376831055,1.0,1668050396.277876
224059095.0,0.2565796375274658,101329.296875,29.13,-0.3245070278644562,224059.0,0.0,24.514814376831055,1.0,1668050396.378116
224159088.0,0.36576247215270996,101328.0234375,29.13,-0.08274015039205551,224159.0,0.0,24.514814376831055,1.0,1668050396.478109
